price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated,property_age,effective_age,price_per_sqft,city_encoded
0.26720364209420416,0.3333333333333333,0.2608695652173913,0.2579787234042553,0.006775461539894559,0.2,3,0.2579787234042553,0.0,0.4824561403508772,0.9955312810327706,0.5175438596491229,0.07894736842105263,0.30380232513524924,0.3372677054352565
0.2925932411136403,0.3333333333333333,0.34782608695652173,0.4148936170212766,0.010533914566217701,0.0,4,0.4148936170212766,0.0,0.5789473684210527,0.0,0.42105263157894735,0.42105263157894735,0.22719341476084554,0.2549422993490656
0.360882507441779,0.3333333333333333,0.391304347826087,0.43351063829787234,0.006885374168669312,0.0,4,0.1675531914893617,0.49261083743842365,0.5526315789473685,0.0,0.4473684210526316,0.4473684210526316,0.271759089239809,0.587196689812866
0.47469795132201015,0.4444444444444444,0.43478260869565216,0.4175531914893617,0.009186087669293392,0.0,4,0.2047872340425532,0.39408866995073893,0.6666666666666666,0.9890764647467726,0.3333333333333333,0.19298245614035087,0.371637558635677,0.5450221426391814
0.4221677464542112,0.2222222222222222,0.17391304347826086,0.1356382978723404,0.005348460291734198,0.0,3,0.1356382978723404,0.0,0.3333333333333333,0.9900695134061569,0.6666666666666666,0.17543859649122806,0.743014055353387,0.4387008909486395
0.28646471721239714,0.2222222222222222,0.34782608695652173,0.26063829787234044,0.0017902718008904787,0.0,3,0.26063829787234044,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3235946192244393,0.5450221426391814
0.41516371913850464,0.4444444444444444,0.43478260869565216,0.6223404255319149,0.032815439929953984,0.4,3,0.6223404255319149,0.0,0.7807017543859649,0.0,0.21929824561403508,0.21929824561403508,0.22808710275865154,0.29085690157805344
0.38933636841183683,0.3333333333333333,0.43478260869565216,0.5478723404255319,0.08177126995659383,0.0,4,0.3191489361702128,0.4236453201970443,0.7456140350877193,0.0,0.2543859649122807,0.2543859649122807,0.23943876957301694,0.34299221385629486
0.5534932586237087,0.4444444444444444,0.34782608695652173,0.3058510638297872,0.005180796959704912,0.2,3,0.3058510638297872,0.0,0.39473684210526316,0.9980139026812314,0.6052631578947368,0.03508771929824561,0.5585364439376075,0.4387008909486395
0.3985291542637016,0.3333333333333333,0.30434782608695654,0.35638297872340424,0.0062240354701093535,0.0,3,0.35638297872340424,0.0,0.42105263157894735,0.9900695134061569,0.5789473684210527,0.17543859649122806,0.35431981839775106,0.4055888954330558
0.5084048327788478,0.3333333333333333,0.30434782608695654,0.5212765957446809,0.01327707297080795,0.0,3,0.425531914893617,0.17733990147783252,0.7017543859649122,0.0,0.2982456140350877,0.2982456140350877,0.32960995115523617,0.5745878957174969
0.31272981964629665,0.3333333333333333,0.17391304347826086,0.19148936170212766,0.005399690754298701,0.0,4,0.19148936170212766,0.0,0.4824561403508772,0.9975173783515392,0.5175438596491229,0.043859649122807015,0.4414215298156715,0.4387008909486395
0.20548065137454036,0.3333333333333333,0.2608695652173913,0.22074468085106383,0.008459546563833156,0.0,4,0.22074468085106383,0.0,0.5701754385964912,0.0,0.4298245614035088,0.4298245614035088,0.2610019586240666,0.2549422993490656
0.3600070040273157,0.3333333333333333,0.2608695652173913,0.3191489361702128,0.0056465284375640384,0.0,4,0.3191489361702128,0.0,0.49122807017543857,0.0,0.5087719298245614,0.5087719298245614,0.3490459894599203,0.587196689812866
