bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated,property_age,effective_age,price_per_sqft,city_encoded
0.43333333333333335,0.36086956521739133,0.37393617021276593,0.1076398591628011,0.1,4,0.37393617021276593,0.1,0.5561403508771929,0.1,0.643859649122807,0.643859649122807,0.43314752636273013,0.5387008909486395
0.3222222222222222,0.27391304347826084,0.2702127659574468,0.10424933400398667,0.1,3,0.2702127659574468,0.1,0.5824561403508772,1.0955312810327706,0.6175438596491228,0.17894736842105263,0.32117422906447823,0.36019308947472817
0.5444444444444444,0.5347826086956522,0.7968085106382978,0.11506268745691985,0.5,3,0.7968085106382978,0.1,0.8894736842105263,1.0975173783515393,0.31052631578947365,0.14385964912280702,0.449969355557821,0.5974706497902961
0.43333333333333335,0.4043478260869565,0.32872340425531915,0.10639169880213864,0.1,3,0.32872340425531915,0.1,0.8631578947368421,1.0930486593843098,0.3368421052631579,0.22280701754385965,0.5117260673157594,0.6017967025060229
0.6555555555555556,0.491304347826087,0.6718085106382978,0.14525419624061553,0.5,4,0.6718085106382978,0.1,0.7842105263157895,1.0930486593843098,0.4157894736842105,0.22280701754385965,0.3748864755842354,0.5820569279693717
0.5444444444444444,0.4043478260869565,0.5335106382978724,0.10313157845712477,0.30000000000000004,5,0.3872340425531915,0.370935960591133,0.3280701754385965,0.1,0.8719298245614034,0.8719298245614034,0.45090892398090343,0.5387008909486395
0.43333333333333335,0.27391304347826084,0.38989361702127656,0.10611225991542317,0.1,3,0.33670212765957447,0.19852216748768475,0.15263157894736842,1.1,1.0473684210526315,0.1,0.587118860644233,0.5387008909486395
0.43333333333333335,0.27391304347826084,0.4537234042553192,0.10745822388643604,0.1,3,0.4537234042553192,0.1,0.5824561403508772,1.0955312810327706,0.6175438596491228,0.17894736842105263,0.20550646994016114,0.5387008909486395
0.6555555555555556,0.5347826086956522,0.6239361702127659,0.11217887814601614,0.1,2,0.4457446808510639,0.43004926108374386,0.6877192982456141,0.1,0.512280701754386,0.512280701754386,0.22316261287983652,0.3416907809520376
0.43333333333333335,0.491304347826087,0.5574468085106383,0.11068760595391122,0.5,3,0.5574468085106383,0.1,0.8280701754385965,1.0975173783515393,0.37192982456140355,0.14385964912280702,0.4518565050157528,0.6450221426391813
0.43333333333333335,0.491304347826087,0.4058510638297872,0.10054304290318375,0.9,3,0.4058510638297872,0.1,1.0912280701754387,1.054816285998014,0.10877192982456141,0.8982456140350877,0.5914906160001546,0.5387008909486395
0.43333333333333335,0.5782608695652174,0.6372340425531915,0.10868868645093985,0.1,5,0.36329787234042554,0.6073891625615764,0.775438596491228,0.1,0.4245614035087719,0.4245614035087719,0.4076335631541018,0.687196689812866
0.3222222222222222,0.27391304347826084,0.3792553191489362,0.17568509100393076,0.1,3,0.31542553191489364,0.21822660098522167,0.5912280701754385,1.093545183714002,0.6087719298245614,0.21403508771929824,0.430895398095514,0.4185738907628075
0.5444444444444444,0.4478260869565217,0.4058510638297872,0.10684159540975056,0.1,5,0.4058510638297872,0.1,0.6877192982456141,0.1,0.512280701754386,0.512280701754386,0.4663384038502426,0.46526002451409565
0.43333333333333335,0.36086956521739133,0.38989361702127656,0.10863466159950819,0.1,3,0.38989361702127656,0.1,0.5561403508771929,1.0970208540218471,0.643859649122807,0.15263157894736842,0.3749234074021903,0.36019308947472817
0.3222222222222222,0.27391304347826084,0.31542553191489364,0.10550867192011774,0.1,4,0.31542553191489364,0.1,0.5298245614035088,1.0856007944389274,0.6701754385964912,0.3543859649122807,0.4030804757962616,0.4372677054352565
0.43333333333333335,0.6652173913043478,0.4351063829787234,0.10096779001099127,0.9,3,0.4351063829787234,0.1,1.0385964912280703,0.1,0.16140350877192983,0.16140350877192983,0.40735452822919505,0.5387008909486395
0.43333333333333335,0.5782608695652174,0.7542553191489362,0.10266212112744277,0.5,3,0.7542553191489362,0.1,1.0824561403508772,1.0493545183714001,0.11754385964912281,0.9947368421052631,0.4095460862772171,0.5820569279693717
0.43333333333333335,0.27391304347826084,0.2835106382978724,0.10834777100914697,0.1,4,0.2835106382978724,0.1,0.643859649122807,0.1,0.5561403508771929,0.5561403508771929,0.3504798397993334,0.3416907809520376
0.3222222222222222,0.27391304347826084,0.4723404255319149,0.10454926507572794,0.30000000000000004,4,0.25691489361702124,0.4990147783251232,0.4771929824561404,0.1,0.7228070175438597,0.7228070175438597,0.2729585389992344,0.5387008909486395
0.43333333333333335,0.36086956521739133,0.5893617021276596,0.10527394325527674,0.30000000000000004,5,0.5893617021276596,0.1,0.24035087719298245,0.1,0.9596491228070175,0.9596491228070175,0.5776688607022797,0.5387008909486395
0.43333333333333335,0.36086956521739133,0.2702127659574468,0.10656215652303508,0.30000000000000004,5,0.2702127659574468,0.1,0.5649122807017544,0.1,0.6350877192982456,0.6350877192982456,0.6312755660435673,0.5387008909486395
0.5444444444444444,0.4478260869565217,0.3553191489361702,0.10492557610983812,0.1,4,0.3553191489361702,0.1,0.46842105263157896,1.0841112214498512,0.731578947368421,0.3807017543859649,0.3273857338903631,0.4185738907628075
0.43333333333333335,0.5347826086956522,0.6771276595744681,0.10508113042344307,0.5,3,0.6771276595744681,0.1,0.968421052631579,0.1,0.23157894736842105,0.23157894736842105,0.38973370616590663,0.6017967025060229
0.43333333333333335,0.4478260869565217,0.32074468085106383,0.10831610126865256,0.1,3,0.32074468085106383,0.1,0.9333333333333333,0.1,0.26666666666666666,0.26666666666666666,0.3382421349002326,0.2903636257514738
0.43333333333333335,0.5347826086956522,0.5441489361702128,0.10880046200562604,0.5,3,0.5441489361702128,0.1,0.8631578947368421,1.0930486593843098,0.3368421052631579,0.22280701754385965,0.44775838355907915,0.6450221426391813
0.5444444444444444,0.7086956521739131,0.9404255319148936,0.11282438197432888,0.5,3,0.6851063829787234,0.5729064039408867,0.8631578947368421,1.0930486593843098,0.3368421052631579,0.22280701754385965,0.42289675921928305,0.6017967025060229
0.43333333333333335,0.4043478260869565,0.424468085106383,0.110503176288679,0.1,3,0.2914893617021277,0.34630541871921183,0.6,1.0930486593843098,0.6,0.22280701754385965,0.3150144240652074,0.31559359131500614
